X,Y,Secondary
80.50000,0.50000,1.41529
81.50000,0.50000,1.40406
82.50000,0.50000,1.25505
83.50000,0.50000,1.41097
84.50000,0.50000,1.48519
85.50000,0.50000,1.46117
86.50000,0.50000,1.78317
87.50000,0.50000,1.85945
88.50000,0.50000,2.21459
89.50000,0.50000,2.47063
90.50000,0.50000,2.51315
91.50000,0.50000,2.78167
92.50000,0.50000,2.47019
93.50000,0.50000,2.17934
94.50000,0.50000,2.14156
95.50000,0.50000,1.92245
96.50000,0.50000,1.79819
97.50000,0.50000,1.96355
98.50000,0.50000,1.65870
99.50000,0.50000,1.33888
0.50000,1.50000,1.01336
1.50000,1.50000,0.87585
2.50000,1.50000,0.83430
3.50000,1.50000,0.75433
4.50000,1.50000,1.18291
5.50000,1.50000,1.20374
6.50000,1.50000,1.04079
7.50000,1.50000,0.99793
8.50000,1.50000,1.27097
9.50000,1.50000,1.32557
10.50000,1.50000,1.25674
11.50000,1.50000,1.22696
12.50000,1.50000,0.95642
13.50000,1.50000,0.70365
14.50000,1.50000,0.68246
15.50000,1.50000,0.82801
16.50000,1.50000,0.49735
17.50000,1.50000,0.28547
18.50000,1.50000,0.19335
19.50000,1.50000,0.29155
20.50000,1.50000,0.04967
21.50000,1.50000,0.15510
22.50000,1.50000,0.13785
23.50000,1.50000,-0.15652
24.50000,1.50000,-0.26530
25.50000,1.50000,-0.06279
26.50000,1.50000,0.05140
27.50000,1.50000,-0.12180
28.50000,1.50000,-0.02998
29.50000,1.50000,-0.35622
30.50000,1.50000,-0.20551
31.50000,1.50000,-0.19558
32.50000,1.50000,-0.03286
33.50000,1.50000,-0.01239
34.50000,1.50000,-0.25000
35.50000,1.50000,-0.35785
36.50000,1.50000,-0.37853
37.50000,1.50000,-0.24911
38.50000,1.50000,0.12125
39.50000,1.50000,0.01308
40.50000,1.50000,0.26616
41.50000,1.50000,0.00180
42.50000,1.50000,-0.38637
43.50000,1.50000,-0.31866
44.50000,1.50000,-0.03043
45.50000,1.50000,-0.25475
46.50000,1.50000,-0.19303
47.50000,1.50000,0.01034
48.50000,1.50000,0.49874
49.50000,1.50000,0.21315
50.50000,1.50000,0.32544
51.50000,1.50000,0.42475
52.50000,1.50000,0.19945
53.50000,1.50000,0.34127
54.50000,1.50000,0.38356
55.50000,1.50000,0.43781
56.50000,1.50000,0.75496
57.50000,1.50000,0.74154
58.50000,1.50000,0.71448
59.50000,1.50000,0.79744
60.50000,1.50000,1.11288
61.50000,1.50000,1.37731
62.50000,1.50000,1.67968
63.50000,1.50000,1.57018
64.50000,1.50000,1.82405
65.50000,1.50000,1.74653
66.50000,1.50000,1.82095
67.50000,1.50000,1.60079
68.50000,1.50000,1.54923
69.50000,1.50000,1.50059
70.50000,1.50000,1.34365
71.50000,1.50000,1.59917
72.50000,1.50000,1.77024
73.50000,1.50000,1.66614
74.50000,1.50000,1.46296
75.50000,1.50000,1.49520
76.50000,1.50000,1.73002
77.50000,1.50000,1.17320
78.50000,1.50000,1.10573
79.50000,1.50000,1.05177
80.50000,1.50000,1.25061
81.50000,1.50000,1.40062
82.50000,1.50000,1.06010
83.50000,1.50000,1.39798
84.50000,1.50000,1.37609
85.50000,1.50000,1.43440
86.50000,1.50000,1.80377
87.50000,1.50000,1.86027
88.50000,1.50000,1.90934
89.50000,1.50000,1.94585
90.50000,1.50000,2.16151
91.50000,1.50000,2.29906
92.50000,1.50000,2.21738
93.50000,1.50000,2.06387
94.50000,1.50000,1.93811
95.50000,1.50000,1.79736
96.50000,1.50000,1.95673
97.50000,1.50000,1.58740
98.50000,1.50000,1.48337
99.50000,1.50000,1.18729
0.50000,2.50000,1.50824
1.50000,2.50000,1.25412
2.50000,2.50000,0.72846
3.50000,2.50000,0.61029
4.50000,2.50000,0.84130
5.50000,2.50000,0.99329
6.50000,2.50000,1.05564
7.50000,2.50000,1.15282
8.50000,2.50000,1.09854
9.50000,2.50000,0.95831
10.50000,2.50000,1.40618
11.50000,2.50000,1.26602
12.50000,2.50000,0.90196
13.50000,2.50000,0.79829
14.50000,2.50000,0.81676
15.50000,2.50000,0.54352
16.50000,2.50000,0.17593
17.50000,2.50000,0.04935
18.50000,2.50000,-0.14780
19.50000,2.50000,-0.43756
20.50000,2.50000,-0.17294
21.50000,2.50000,-0.28409
22.50000,2.50000,-0.51311
23.50000,2.50000,-0.05385
24.50000,2.50000,0.09546
25.50000,2.50000,-0.16881
26.50000,2.50000,-0.06198
27.50000,2.50000,0.06373
28.50000,2.50000,-0.07444
29.50000,2.50000,-0.18544
30.50000,2.50000,0.03387
31.50000,2.50000,-0.04822
32.50000,2.50000,-0.05604
33.50000,2.50000,0.18983
34.50000,2.50000,0.02508
35.50000,2.50000,0.01188
36.50000,2.50000,-0.00997
37.50000,2.50000,0.21908
38.50000,2.50000,0.06047
39.50000,2.50000,0.32267
40.50000,2.50000,0.13645
41.50000,2.50000,-0.22209
42.50000,2.50000,-0.39747
43.50000,2.50000,-0.20942
44.50000,2.50000,-0.21864
45.50000,2.50000,-0.29235
46.50000,2.50000,-0.21991
47.50000,2.50000,0.11573
48.50000,2.50000,0.11258
49.50000,2.50000,-0.35267
50.50000,2.50000,0.06790
51.50000,2.50000,0.25462
52.50000,2.50000,0.68184
53.50000,2.50000,0.39608
54.50000,2.50000,0.65022
55.50000,2.50000,0.42658
56.50000,2.50000,0.49625
57.50000,2.50000,0.75118
58.50000,2.50000,0.58040
59.50000,2.50000,0.93147
60.50000,2.50000,1.06128
61.50000,2.50000,1.15263
62.50000,2.50000,1.18994
63.50000,2.50000,1.29785
64.50000,2.50000,1.30677
65.50000,2.50000,1.34500
66.50000,2.50000,1.58536
67.50000,2.50000,1.59642
68.50000,2.50000,1.44194
69.50000,2.50000,1.57671
70.50000,2.50000,1.32939
71.50000,2.50000,1.28302
72.50000,2.50000,1.50816
73.50000,2.50000,1.64757
74.50000,2.50000,1.38988
75.50000,2.50000,1.40344
76.50000,2.50000,1.35857
77.50000,2.50000,1.32886
78.50000,2.50000,1.44888
79.50000,2.50000,1.57000
80.50000,2.50000,1.72035
81.50000,2.50000,1.64099
82.50000,2.50000,1.42665
83.50000,2.50000,1.66644
84.50000,2.50000,1.52981
85.50000,2.50000,1.75514
86.50000,2.50000,2.09697
87.50000,2.50000,1.79584
88.50000,2.50000,1.77067
89.50000,2.50000,1.66405
90.50000,2.50000,1.64850
91.50000,2.50000,1.58464
92.50000,2.50000,1.62986
93.50000,2.50000,1.60374
94.50000,2.50000,1.69358
95.50000,2.50000,1.86956
96.50000,2.50000,1.56295
97.50000,2.50000,1.58975
98.50000,2.50000,1.87193
99.50000,2.50000,1.61617
0.50000,3.50000,1.76458
1.50000,3.50000,1.86902
2.50000,3.50000,1.68251
3.50000,3.50000,1.38030
4.50000,3.50000,1.34365
5.50000,3.50000,1.12584
6.50000,3.50000,1.24000
7.50000,3.50000,1.30488
8.50000,3.50000,1.17369
9.50000,3.50000,0.85831
10.50000,3.50000,0.82395
11.50000,3.50000,0.85738
12.50000,3.50000,0.62708
13.50000,3.50000,0.48683
14.50000,3.50000,0.32869
15.50000,3.50000,0.15270
16.50000,3.50000,0.17418
17.50000,3.50000,-0.04243
18.50000,3.50000,-0.07142
19.50000,3.50000,-0.13492
20.50000,3.50000,-0.43377
21.50000,3.50000,-0.16244
22.50000,3.50000,-0.32051
23.50000,3.50000,-0.09672
24.50000,3.50000,0.12228
25.50000,3.50000,0.28472
26.50000,3.50000,0.08170
27.50000,3.50000,0.09664
28.50000,3.50000,-0.19559
29.50000,3.50000,-0.08860
30.50000,3.50000,-0.13783
31.50000,3.50000,-0.12304
32.50000,3.50000,0.01602
33.50000,3.50000,0.06444
34.50000,3.50000,0.31828
35.50000,3.50000,0.24470
36.50000,3.50000,0.18859
37.50000,3.50000,0.21670
38.50000,3.50000,0.36396
39.50000,3.50000,0.72562
40.50000,3.50000,0.45388
41.50000,3.50000,0.28140
42.50000,3.50000,0.11998
43.50000,3.50000,-0.03144
44.50000,3.50000,-0.12172
45.50000,3.50000,-0.01544
46.50000,3.50000,0.26920
47.50000,3.50000,0.05370
48.50000,3.50000,0.02190
49.50000,3.50000,-0.09853
50.50000,3.50000,0.31356
51.50000,3.50000,0.47002
52.50000,3.50000,0.35779
53.50000,3.50000,0.17337
54.50000,3.50000,0.38693
55.50000,3.50000,0.39200
56.50000,3.50000,0.66276
57.50000,3.50000,0.54106
58.50000,3.50000,0.66055
59.50000,3.50000,0.41022
60.50000,3.50000,0.36480
61.50000,3.50000,0.85263
62.50000,3.50000,0.82456
63.50000,3.50000,1.27128
64.50000,3.50000,1.33090
65.50000,3.50000,1.39567
66.50000,3.50000,1.85789
67.50000,3.50000,1.69652
68.50000,3.50000,1.64865
69.50000,3.50000,1.25564
70.50000,3.50000,1.37545
71.50000,3.50000,1.57589
72.50000,3.50000,1.68811
73.50000,3.50000,1.65815
74.50000,3.50000,1.41461
75.50000,3.50000,1.37264
76.50000,3.50000,1.54482
77.50000,3.50000,1.46005
78.50000,3.50000,1.50852
79.50000,3.50000,1.39056
80.50000,3.50000,1.64935
81.50000,3.50000,1.89392
82.50000,3.50000,1.71578
83.50000,3.50000,1.81583
84.50000,3.50000,1.85779
85.50000,3.50000,2.09463
86.50000,3.50000,2.29701
87.50000,3.50000,2.01480
88.50000,3.50000,1.86710
89.50000,3.50000,1.93079
90.50000,3.50000,1.67460
91.50000,3.50000,1.32501
92.50000,3.50000,1.52380
93.50000,3.50000,1.63141
94.50000,3.50000,1.59786
95.50000,3.50000,1.70222
96.50000,3.50000,1.75576
97.50000,3.50000,1.65343
98.50000,3.50000,1.80276
99.50000,3.50000,1.43675
0.50000,4.50000,1.95102
1.50000,4.50000,1.94573
2.50000,4.50000,1.51134
3.50000,4.50000,1.23127
4.50000,4.50000,1.22244
5.50000,4.50000,1.47495
6.50000,4.50000,1.42598
7.50000,4.50000,1.34580
8.50000,4.50000,0.98821
9.50000,4.50000,1.02717
10.50000,4.50000,0.66922
11.50000,4.50000,0.60802
12.50000,4.50000,0.38853
13.50000,4.50000,0.37764
14.50000,4.50000,0.33716
15.50000,4.50000,0.23699
16.50000,4.50000,-0.39917
17.50000,4.50000,-0.29201
18.50000,4.50000,-0.01986
19.50000,4.50000,-0.14582
20.50000,4.50000,-0.45282
21.50000,4.50000,-0.49785
22.50000,4.50000,-0.63421
23.50000,4.50000,-0.43423
24.50000,4.50000,-0.20652
25.50000,4.50000,-0.09013
26.50000,4.50000,0.31459
27.50000,4.50000,0.42686
28.50000,4.50000,0.11897
29.50000,4.50000,0.35600
30.50000,4.50000,0.13970
31.50000,4.50000,0.21720
32.50000,4.50000,0.25545
33.50000,4.50000,0.31327
34.50000,4.50000,0.34156
35.50000,4.50000,0.44616
36.50000,4.50000,0.29593
37.50000,4.50000,0.26086
38.50000,4.50000,0.36535
39.50000,4.50000,0.28463
40.50000,4.50000,0.59002
41.50000,4.50000,0.69604
42.50000,4.50000,0.80185
43.50000,4.50000,0.59235
44.50000,4.50000,0.42258
45.50000,4.50000,0.29342
46.50000,4.50000,-0.03987
47.50000,4.50000,0.07518
48.50000,4.50000,0.04531
49.50000,4.50000,-0.12127
50.50000,4.50000,-0.22495
51.50000,4.50000,0.15223
52.50000,4.50000,0.08755
53.50000,4.50000,-0.11969
54.50000,4.50000,0.17458
55.50000,4.50000,0.25437
56.50000,4.50000,0.22897
57.50000,4.50000,0.21545
58.50000,4.50000,0.50913
59.50000,4.50000,0.58576
60.50000,4.50000,0.18775
61.50000,4.50000,0.31416
62.50000,4.50000,0.33516
63.50000,4.50000,0.58960
64.50000,4.50000,0.45928
65.50000,4.50000,1.16637
66.50000,4.50000,1.50005
67.50000,4.50000,1.88988
68.50000,4.50000,1.49690
69.50000,4.50000,1.27290
70.50000,4.50000,1.14918
71.50000,4.50000,1.65409
72.50000,4.50000,1.76450
73.50000,4.50000,1.71232
74.50000,4.50000,1.57922
75.50000,4.50000,1.53889
76.50000,4.50000,1.55975
77.50000,4.50000,1.36705
78.50000,4.50000,1.32400
79.50000,4.50000,1.23292
80.50000,4.50000,1.98477
81.50000,4.50000,1.88719
82.50000,4.50000,1.98360
83.50000,4.50000,2.01616
84.50000,4.50000,2.16058
85.50000,4.50000,2.22325
86.50000,4.50000,2.48870
87.50000,4.50000,2.53624
88.50000,4.50000,2.40991
89.50000,4.50000,2.23990
90.50000,4.50000,1.98700
91.50000,4.50000,1.77096
92.50000,4.50000,1.70087
93.50000,4.50000,1.79684
94.50000,4.50000,1.69350
95.50000,4.50000,1.69957
96.50000,4.50000,1.25025
97.50000,4.50000,1.27613
98.50000,4.50000,1.22887
99.50000,4.50000,1.31933
0.50000,5.50000,1.98045
1.50000,5.50000,1.63061
2.50000,5.50000,1.71545
3.50000,5.50000,1.42123
4.50000,5.50000,1.44864
5.50000,5.50000,1.35211
6.50000,5.50000,1.23565
7.50000,5.50000,1.39481
8.50000,5.50000,1.07327
9.50000,5.50000,0.96225
10.50000,5.50000,0.89136
11.50000,5.50000,0.63699
12.50000,5.50000,0.54243
13.50000,5.50000,0.30760
14.50000,5.50000,0.24758
15.50000,5.50000,0.51855
16.50000,5.50000,0.04116
17.50000,5.50000,0.01494
18.50000,5.50000,0.05880
19.50000,5.50000,0.06620
20.50000,5.50000,-0.38473
21.50000,5.50000,-0.27052
22.50000,5.50000,0.01132
23.50000,5.50000,0.48855
24.50000,5.50000,0.49803
25.50000,5.50000,0.40875
26.50000,5.50000,0.48649
27.50000,5.50000,0.32377
28.50000,5.50000,0.46646
29.50000,5.50000,0.53758
30.50000,5.50000,0.58308
31.50000,5.50000,0.18447
32.50000,5.50000,0.59940
33.50000,5.50000,0.72340
34.50000,5.50000,0.73233
35.50000,5.50000,0.68159
36.50000,5.50000,0.26666
37.50000,5.50000,0.19774
38.50000,5.50000,0.24224
39.50000,5.50000,0.52116
40.50000,5.50000,0.84513
41.50000,5.50000,0.57627
42.50000,5.50000,0.52149
43.50000,5.50000,0.24460
44.50000,5.50000,0.15301
45.50000,5.50000,0.20700
46.50000,5.50000,0.01372
47.50000,5.50000,-0.02750
48.50000,5.50000,0.10055
49.50000,5.50000,-0.19348
50.50000,5.50000,-0.29313
51.50000,5.50000,-0.26140
52.50000,5.50000,-0.35055
53.50000,5.50000,-0.23871
54.50000,5.50000,-0.11055
55.50000,5.50000,-0.03199
56.50000,5.50000,0.36078
57.50000,5.50000,0.50321
58.50000,5.50000,0.50072
59.50000,5.50000,0.36300
60.50000,5.50000,0.12190
61.50000,5.50000,0.24268
62.50000,5.50000,0.37448
63.50000,5.50000,0.37305
64.50000,5.50000,0.45880
65.50000,5.50000,0.80239
66.50000,5.50000,1.14035
67.50000,5.50000,1.61718
68.50000,5.50000,2.01214
69.50000,5.50000,1.66160
70.50000,5.50000,1.32183
71.50000,5.50000,1.61232
72.50000,5.50000,1.67322
73.50000,5.50000,1.71137
74.50000,5.50000,1.69937
75.50000,5.50000,1.65452
76.50000,5.50000,1.51450
77.50000,5.50000,1.44907
78.50000,5.50000,1.52518
79.50000,5.50000,1.64060
80.50000,5.50000,1.53662
81.50000,5.50000,1.43097
82.50000,5.50000,1.73001
83.50000,5.50000,1.85550
84.50000,5.50000,2.20767
85.50000,5.50000,2.32375
86.50000,5.50000,2.39417
87.50000,5.50000,2.16910
88.50000,5.50000,2.09090
89.50000,5.50000,2.06998
90.50000,5.50000,1.92049
91.50000,5.50000,1.92285
92.50000,5.50000,1.47896
93.50000,5.50000,1.45992
94.50000,5.50000,1.58203
95.50000,5.50000,1.32434
96.50000,5.50000,1.31485
97.50000,5.50000,1.25334
98.50000,5.50000,1.12132
99.50000,5.50000,1.56496
0.50000,6.50000,1.96992
1.50000,6.50000,1.77355
2.50000,6.50000,1.62912
3.50000,6.50000,1.48977
4.50000,6.50000,1.57328
5.50000,6.50000,1.67545
6.50000,6.50000,1.67132
7.50000,6.50000,1.41685
8.50000,6.50000,1.11556
9.50000,6.50000,0.94228
10.50000,6.50000,1.17040
11.50000,6.50000,0.94300
12.50000,6.50000,0.86193
13.50000,6.50000,0.70432
14.50000,6.50000,0.57883
15.50000,6.50000,0.53223
16.50000,6.50000,0.42525
17.50000,6.50000,0.26228
18.50000,6.50000,0.03829
19.50000,6.50000,-0.02258
20.50000,6.50000,-0.08816
21.50000,6.50000,0.05636
22.50000,6.50000,0.38861
23.50000,6.50000,0.34355
24.50000,6.50000,0.35236
25.50000,6.50000,0.61413
26.50000,6.50000,0.84054
27.50000,6.50000,0.73004
28.50000,6.50000,0.60021
29.50000,6.50000,0.65439
30.50000,6.50000,0.60141
31.50000,6.50000,0.78911
32.50000,6.50000,0.73895
33.50000,6.50000,0.62355
34.50000,6.50000,0.72345
35.50000,6.50000,0.43631
36.50000,6.50000,0.33154
37.50000,6.50000,0.31276
38.50000,6.50000,0.35229
39.50000,6.50000,0.74225
40.50000,6.50000,0.35895
41.50000,6.50000,0.43229
42.50000,6.50000,0.28644
43.50000,6.50000,0.24077
44.50000,6.50000,0.11116
45.50000,6.50000,0.09508
46.50000,6.50000,0.08963
47.50000,6.50000,0.10091
48.50000,6.50000,-0.09106
49.50000,6.50000,-0.10977
50.50000,6.50000,-0.33415
51.50000,6.50000,-0.00628
52.50000,6.50000,-0.14841
53.50000,6.50000,-0.07277
54.50000,6.50000,-0.00014
55.50000,6.50000,0.03602
56.50000,6.50000,0.02316
57.50000,6.50000,0.33464
58.50000,6.50000,0.19391
59.50000,6.50000,0.12467
60.50000,6.50000,-0.11377
61.50000,6.50000,0.04958
62.50000,6.50000,0.19311
63.50000,6.50000,0.32343
64.50000,6.50000,0.27135
65.50000,6.50000,0.39276
66.50000,6.50000,0.67424
67.50000,6.50000,1.02450
68.50000,6.50000,1.17023
69.50000,6.50000,1.29139
70.50000,6.50000,1.16703
71.50000,6.50000,1.49192
72.50000,6.50000,1.39099
73.50000,6.50000,1.41503
74.50000,6.50000,1.53160
75.50000,6.50000,1.77028
76.50000,6.50000,1.49342
77.50000,6.50000,1.59517
78.50000,6.50000,1.55980
79.50000,6.50000,1.78866
80.50000,6.50000,2.12377
81.50000,6.50000,1.88916
82.50000,6.50000,1.88420
83.50000,6.50000,1.90181
84.50000,6.50000,2.08316
85.50000,6.50000,2.22505
86.50000,6.50000,1.90455
87.50000,6.50000,1.80295
88.50000,6.50000,1.92185
89.50000,6.50000,1.96185
90.50000,6.50000,1.99692
91.50000,6.50000,2.10776
92.50000,6.50000,1.39264
93.50000,6.50000,1.22466
94.50000,6.50000,1.34167
95.50000,6.50000,1.31964
96.50000,6.50000,1.16696
97.50000,6.50000,1.28367
98.50000,6.50000,1.29809
99.50000,6.50000,1.66717
0.50000,7.50000,1.94517
1.50000,7.50000,1.58479
2.50000,7.50000,1.31432
3.50000,7.50000,1.28793
4.50000,7.50000,1.31708
5.50000,7.50000,1.46318
6.50000,7.50000,1.37813
7.50000,7.50000,1.27302
8.50000,7.50000,1.14158
9.50000,7.50000,0.81461
10.50000,7.50000,1.01266
11.50000,7.50000,0.72200
12.50000,7.50000,0.55815
13.50000,7.50000,0.80855
14.50000,7.50000,0.77484
15.50000,7.50000,0.49387
16.50000,7.50000,0.19193
17.50000,7.50000,0.24170
18.50000,7.50000,0.28005
19.50000,7.50000,0.29968
20.50000,7.50000,0.04011
21.50000,7.50000,0.28640
22.50000,7.50000,0.36636
23.50000,7.50000,0.29626
24.50000,7.50000,0.19316
25.50000,7.50000,0.34693
26.50000,7.50000,0.82726
27.50000,7.50000,0.93255
28.50000,7.50000,0.70025
29.50000,7.50000,0.41056
30.50000,7.50000,0.55283
31.50000,7.50000,0.43080
32.50000,7.50000,0.64009
33.50000,7.50000,0.38351
34.50000,7.50000,0.47325
35.50000,7.50000,0.50046
36.50000,7.50000,0.05935
37.50000,7.50000,0.25836
38.50000,7.50000,0.23116
39.50000,7.50000,0.42128
40.50000,7.50000,0.40267
41.50000,7.50000,0.37745
42.50000,7.50000,0.32487
43.50000,7.50000,0.45536
44.50000,7.50000,0.07581
45.50000,7.50000,-0.16187
46.50000,7.50000,0.05101
47.50000,7.50000,0.07712
48.50000,7.50000,-0.03393
49.50000,7.50000,0.03432
50.50000,7.50000,0.14429
51.50000,7.50000,0.02077
52.50000,7.50000,0.15160
53.50000,7.50000,0.05119
54.50000,7.50000,0.39716
55.50000,7.50000,-0.10979
56.50000,7.50000,-0.04075
57.50000,7.50000,-0.17490
58.50000,7.50000,-0.18471
59.50000,7.50000,-0.11458
60.50000,7.50000,-0.21207
61.50000,7.50000,-0.14612
62.50000,7.50000,-0.22444
63.50000,7.50000,-0.11392
64.50000,7.50000,0.13503
65.50000,7.50000,0.25241
66.50000,7.50000,0.71095
67.50000,7.50000,0.76738
68.50000,7.50000,0.95689
69.50000,7.50000,1.19994
70.50000,7.50000,0.82342
71.50000,7.50000,0.94467
72.50000,7.50000,1.11475
73.50000,7.50000,1.08304
74.50000,7.50000,1.29464
75.50000,7.50000,1.35295
76.50000,7.50000,1.59782
77.50000,7.50000,1.71215
78.50000,7.50000,1.41747
79.50000,7.50000,1.82679
80.50000,7.50000,1.95806
81.50000,7.50000,2.04467
82.50000,7.50000,1.95588
83.50000,7.50000,2.22814
84.50000,7.50000,1.98976
85.50000,7.50000,2.09669
86.50000,7.50000,2.07653
87.50000,7.50000,2.01933
88.50000,7.50000,2.09341
89.50000,7.50000,2.26453
90.50000,7.50000,1.89587
91.50000,7.50000,1.65458
92.50000,7.50000,1.74513
93.50000,7.50000,1.85787
94.50000,7.50000,1.71655
95.50000,7.50000,1.70644
96.50000,7.50000,1.89696
97.50000,7.50000,1.66857
98.50000,7.50000,1.73454
99.50000,7.50000,1.62858
0.50000,8.50000,1.50770
1.50000,8.50000,1.64163
2.50000,8.50000,1.23199
3.50000,8.50000,1.37006
4.50000,8.50000,1.48885
5.50000,8.50000,1.43165
6.50000,8.50000,1.01723
7.50000,8.50000,1.00365
8.50000,8.50000,0.69303
9.50000,8.50000,1.20028
10.50000,8.50000,0.98558
11.50000,8.50000,0.65937
12.50000,8.50000,0.70678
13.50000,8.50000,0.59755
14.50000,8.50000,0.55889
15.50000,8.50000,0.59981
16.50000,8.50000,0.42936
17.50000,8.50000,0.21295
18.50000,8.50000,0.24475
19.50000,8.50000,0.53632
20.50000,8.50000,0.43425
21.50000,8.50000,0.24119
22.50000,8.50000,0.42734
23.50000,8.50000,-0.05387
24.50000,8.50000,0.06853
25.50000,8.50000,0.17631
26.50000,8.50000,0.44718
27.50000,8.50000,0.56643
28.50000,8.50000,0.66844
29.50000,8.50000,0.42923
30.50000,8.50000,0.65059
31.50000,8.50000,0.49954
32.50000,8.50000,0.32200
33.50000,8.50000,0.48873
34.50000,8.50000,0.28360
35.50000,8.50000,0.11409
36.50000,8.50000,0.15303
37.50000,8.50000,-0.10363
38.50000,8.50000,0.02371
39.50000,8.50000,0.29043
40.50000,8.50000,0.33819
41.50000,8.50000,0.27513
42.50000,8.50000,0.22767
43.50000,8.50000,0.25409
44.50000,8.50000,0.01506
45.50000,8.50000,0.06783
46.50000,8.50000,0.13779
47.50000,8.50000,0.30665
48.50000,8.50000,0.26073
49.50000,8.50000,0.39901
50.50000,8.50000,0.26805
51.50000,8.50000,-0.29190
52.50000,8.50000,-0.44441
53.50000,8.50000,-0.25490
54.50000,8.50000,-0.32531
55.50000,8.50000,-0.34874
56.50000,8.50000,-0.47878
57.50000,8.50000,-0.50610
58.50000,8.50000,-0.37644
59.50000,8.50000,-0.34478
60.50000,8.50000,-0.22338
61.50000,8.50000,-0.06203
62.50000,8.50000,-0.02541
63.50000,8.50000,0.01039
64.50000,8.50000,-0.21421
65.50000,8.50000,-0.16172
66.50000,8.50000,0.30339
67.50000,8.50000,0.53764
68.50000,8.50000,0.94201
69.50000,8.50000,1.05082
70.50000,8.50000,0.78401
71.50000,8.50000,0.88791
72.50000,8.50000,1.02603
73.50000,8.50000,1.32267
74.50000,8.50000,1.05533
75.50000,8.50000,1.18621
76.50000,8.50000,1.70660
77.50000,8.50000,1.73127
78.50000,8.50000,1.68036
79.50000,8.50000,1.92083
80.50000,8.50000,1.77986
81.50000,8.50000,1.97562
82.50000,8.50000,1.89181
83.50000,8.50000,1.78723
84.50000,8.50000,1.91878
85.50000,8.50000,1.83817
86.50000,8.50000,1.95519
87.50000,8.50000,2.02693
88.50000,8.50000,2.13240
89.50000,8.50000,2.25876
90.50000,8.50000,2.01829
91.50000,8.50000,1.82807
92.50000,8.50000,1.79348
93.50000,8.50000,1.96640
94.50000,8.50000,1.67674
95.50000,8.50000,1.43588
96.50000,8.50000,1.38530
97.50000,8.50000,1.60230
98.50000,8.50000,1.90426
99.50000,8.50000,1.78582
0.50000,9.50000,1.68722
1.50000,9.50000,1.54552
2.50000,9.50000,1.38181
3.50000,9.50000,1.39472
4.50000,9.50000,1.53281
5.50000,9.50000,1.20836
6.50000,9.50000,0.92048
7.50000,9.50000,0.95425
8.50000,9.50000,1.11400
9.50000,9.50000,0.88708
10.50000,9.50000,0.73320
11.50000,9.50000,0.79948
12.50000,9.50000,0.65074
13.50000,9.50000,0.44832
14.50000,9.50000,0.45979
15.50000,9.50000,0.28035
16.50000,9.50000,0.48955
17.50000,9.50000,0.38721
18.50000,9.50000,0.45241
19.50000,9.50000,0.36032
20.50000,9.50000,0.15348
21.50000,9.50000,-0.10717
22.50000,9.50000,0.24613
